ID_event,Year,Month,TimeStep,Lat,Lon,Vmax_ms,RMW_km,category,r_km,source,geometry
08394,83,9,58.0,17.5,296.8,36.3,27.780000686599998,1,228.54933412281775,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (296.8 17.5)
08394,83,9,59.0,17.5,296.5,39.1,27.780000686599998,1,254.0576777860718,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (296.5 17.5)
08394,83,9,60.0,17.6,296.2,39.8,27.780000686599998,1,286.72333582123633,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (296.2 17.6)
08394,83,9,61.0,17.8,296.1,40.5,27.780000686599998,1,307.9125293254228,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (296.1 17.8)
08394,83,9,62.0,17.9,296.0,39.4,27.780000686599998,1,322.9790624607532,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (296 17.9)
08394,83,9,63.0,18.0,295.8,41.2,27.780000686599998,1,346.6821314309649,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (295.8 18)
08394,83,9,64.0,18.1,295.5,44.7,27.780000686599998,2,379.17575426022375,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (295.5 18.1)
08394,83,9,65.0,18.2,295.2,47.9,27.780000686599998,2,411.84688447523234,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (295.2 18.2)
08394,83,9,66.0,18.3,294.9,49.2,27.780000686599998,3,444.65240260965044,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (294.9 18.3)
08394,83,9,67.0,18.4,294.7,50.3,27.780000686599998,3,468.47764860120384,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (294.7 18.4)
08394,83,9,68.0,18.5,294.4,52.3,27.780000686599998,3,501.3938795412751,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (294.4 18.5)
08394,83,9,69.0,18.7,294.1,52.4,27.780000686599998,3,539.9180726079293,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (294.1 18.7)
08394,83,9,70.0,18.9,293.9,52.7,27.780000686599998,3,569.3915565333726,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (293.9 18.9)
08394,83,9,71.0,19.1,293.6,53.2,27.780000686599998,3,607.9036211924492,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (293.6 19.1)
08394,83,9,72.0,19.5,293.3,52.9,27.780000686599998,3,658.2697083196556,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (293.3 19.5)
08394,83,9,73.0,19.9,292.9,52.5,27.780000686599998,3,717.7829636029269,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (292.9 19.9)
08394,83,9,74.0,20.4,292.4,49.2,27.780000686599998,3,792.3519132200439,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (292.4 20.4)
08394,83,9,75.0,20.9,291.8,48.6,27.780000686599998,2,875.4662621038351,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (291.8 20.9)
08394,83,9,76.0,21.2,291.1,48.2,27.780000686599998,2,954.1287867322496,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (291.1 21.2)
08394,83,9,77.0,21.5,290.4,49.6,27.780000686599998,3,1032.9213965167073,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (290.4 21.5)
08394,83,9,78.0,21.8,289.6,50.3,27.780000686599998,3,1120.5023271321566,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (289.6 21.8)
08394,83,9,79.0,22.3,288.8,48.1,27.780000686599998,2,1219.9239944929557,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (288.8 22.3)
08394,83,9,80.0,22.7,288.0,46.7,27.780000686599998,2,1313.232800038348,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (288 22.7)
08394,83,9,81.0,23.1,287.3,46.1,27.780000686599998,2,1397.6312505945414,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (287.3 23.1)
08394,83,9,82.0,23.5,286.6,45.8,27.780000686599998,2,1481.8441454898161,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (286.6 23.5)
08394,83,9,83.0,24.1,285.9,45.6,27.780000686599998,2,1577.3850473878408,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (285.9 24.1)
08394,83,9,84.0,24.7,285.2,46.8,27.780000686599998,2,1672.7858961791596,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (285.2 24.7)
08394,83,9,85.0,25.2,284.5,47.5,27.780000686599998,2,1762.1085713429493,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (284.5 25.2)
08394,83,9,86.0,25.7,283.8,46.9,27.780000686599998,2,1851.1886526224212,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (283.8 25.7)
08394,83,9,87.0,26.3,283.1,46.0,27.780000686599998,2,1945.9239240027982,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (283.1 26.3)
08394,83,9,88.0,26.9,282.4,43.6,27.780000686599998,2,2040.4343014856177,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (282.4 26.9)
08394,83,9,89.0,27.5,281.6,41.9,27.780000686599998,1,2143.0199745021328,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (281.6 27.5)
08394,83,9,90.0,28.1,280.8,40.1,27.780000686599998,1,2245.240293095811,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (280.8 28.1)
08394,83,9,91.0,28.6,280.2,39.8,27.780000686599998,1,2324.641283755341,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (280.2 28.6)
08394,83,9,92.0,29.1,279.5,41.2,27.780000686599998,1,2412.026599360742,STORM_DATA_IBTRACS_NA_1000_YEARS_0.txt,POINT (279.5 29.1)
